series,episode,baker,technical,result,signature_bake,show_stopper,last_name,baker_age,baker_occupation,hometown
6,7,Tamal,3,STAR BAKER,Middle Eastern Game Pie,"Spiced Blackberry, Raspberry and Cardamom Charlotte Russe",Ray,29,Trainee anaesthetist,Manchester
6,7,Alvin,NA,NA,NA,NA,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,7,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,7,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,7,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,7,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,7,Ugnė,NA,NA,NA,NA,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,8,Flora,3,IN,Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns,Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,8,Ian,2,IN,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,8,Tamal,4,IN,Lime & Mascarpone and Malt Cream Horns,Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne,Ray,29,Trainee anaesthetist,Manchester
6,8,Paul,5,OUT,Café Tipple & Banana Crunch-away Horns,Religieuse à l'ancienne,Jagger,49,Prison governor,"Swansea, Wales"
6,8,Nadiya,1,STAR BAKER,Rose Pistachio and Mocha Hazelnut Horns,Bubble Gum and Peppermint Cream Religieuse à l'ancienne,Hussain,30,Full-time mother,Leeds / Luton
6,8,Alvin,NA,NA,NA,NA,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,8,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,8,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,8,Mat,NA,NA,NA,NA,Riley,37,Fire fighter,London
6,8,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,8,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,8,Ugnė,NA,NA,NA,NA,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,9,Ian,3,IN,Chocolate and Bay Tart,Chocolate Well,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,9,Tamal,2,IN,Chocolate New York Pie,Chocolate Bell Tower,Ray,29,Trainee anaesthetist,Manchester
6,9,Flora,1,OUT,Passion Fruit and Chocolate Tart,Cocoa Carousel,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,9,Nadiya,4,STAR BAKER,Peanut Salted Caramel and Chocolate Tart,Peacock in Nan's Door,Hussain,30,Full-time mother,Leeds / Luton
6,9,Alvin,NA,NA,NA,NA,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,9,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,9,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,9,Mat,NA,NA,NA,NA,Riley,37,Fire fighter,London
6,9,Paul,NA,NA,NA,NA,Jagger,49,Prison governor,"Swansea, Wales"
6,9,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,9,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,9,Ugnė,NA,NA,NA,NA,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
6,10,Ian,2,Runner-up,Elderflower and Lemon & Spiced Buns,Colossal Curvy Carrot Cake,Cumming,41,Travel photographer,"Great Wilbraham, Cambridgeshire"
6,10,Tamal,3,Runner-up,Cinnamon and Apple & Toffee and Marmalade Iced Buns,Sticky Toffee Pudding Cake,Ray,29,Trainee anaesthetist,Manchester
6,10,Nadiya,1,WINNER,Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers,My Big Fat British Wedding Cake,Hussain,30,Full-time mother,Leeds / Luton
6,10,Alvin,NA,NA,NA,NA,Magallanes,37,Nurse,"Bracknell, Berkshire"
6,10,Dorret,NA,NA,NA,NA,Conway,53,Accountant,"Penwortham, Lancashire"
6,10,Flora,NA,NA,NA,NA,Shedden,19,Art gallery assistant,"Dunkeld, Perth and Kinross"
6,10,Marie,NA,NA,NA,NA,Campbell,66,Retired,"Auchterarder, Perthshire"
6,10,Mat,NA,NA,NA,NA,Riley,37,Fire fighter,London
6,10,Paul,NA,NA,NA,NA,Jagger,49,Prison governor,"Swansea, Wales"
6,10,Sandy,NA,NA,NA,NA,Docherty,49,Child welfare officer,"Yeadon, West Yorkshire"
6,10,Stu,NA,NA,NA,NA,Henshall,35,Professional musician,"Guildford, Surrey"
6,10,Ugnė,NA,NA,NA,NA,Bubnaityte,32,PA and administrator,"Woodford, London / Vilkaviškis, Lithuania"
7,1,Andrew,12,IN,Lemon and Rosemary Drizzle Cake,'Ultimate Indulgence' Mirror Glaze Cake,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,1,Benjamina,6,IN,"Pistachio, Cardamom and Lemon Drizzle Cake",White Chocolate Mirror Glaze with Salted Praline Buttercream,Ebuehi,23,Teaching assistant,South London
7,1,Candice,5,IN,Raspberry and Rhubarb Drizzle Custard Bundt Cake,"Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?",Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,1,Kate,4,IN,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake,Barmby,37,Nurse,"Brooke, Norfolk"
7,1,Louise,9,IN,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake,Williams,46,Hairdresser,Cardiff
7,1,Michael,3,IN,"Lime, Ginger and Honey Drizzle Cake",Matcha Tea Chocolate Mirror Glaze,Georgiou,20,Student,Durham
7,1,Rav,8,IN,Ginger Spice Yuzu Drizzle Cake,Colombian Mocha Mirror Glaze Cake,Bansal,28,Student support,Erith
7,1,Selasi,1,IN,Citrus and Spice Drizzle Cake,"Raspberry, Sloe and White Chocolate Mirror Glaze Cake",Gbormittah,30,Client service associate,London
7,1,Tom,2,IN,G&T Drizzle Cake,Black Forest Broken Mirror,Gilliford,26,Project engagement manager,Rochdale
7,1,Val,10,IN,Mum's Orange and Lemon Drizzle,Chocolate Sponge with Four Fruit Frosting,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,1,Lee,11,OUT,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake,Banfield,67,Pastor,Bolton
7,1,Jane,7,STAR BAKER,Lemon and Poppy Seed Drizzle Cake,Chocolate Orange Mirror Cake,Beedle,61,Garden designer,Beckenham
7,2,Andrew,4,IN,Beehive Biscuits,Punting in Cambridge,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,2,Benjamina,3,IN,Bouquet Biscuits,"New York, New York",Ebuehi,23,Teaching assistant,South London
7,2,Jane,2,IN,Flower Pot Iced Biscuits,Hastings Old Town Fishing Net Shops and Boat,Beedle,61,Garden designer,Beckenham
7,2,Kate,1,IN,"""A Biscuit for the Broads""","""I Promise I will do my best""",Barmby,37,Nurse,"Brooke, Norfolk"
7,2,Michael,9,IN,"Malt, Chocolate and Orange Iced ""Beer"" Biscuits",Trip to See Santa in Lapland,Georgiou,20,Student,Durham
7,2,Rav,6,IN,Union Jack Bunting Biscuits,Gingerbread Christmas Fairground,Bansal,28,Student support,Erith
7,2,Selasi,11,IN,"""Wheelie Hot Iced Biscuits""",Stained Glass Window Gingerbread Church,Gbormittah,30,Client service associate,London
7,2,Tom,7,IN,Chai Frappelatteccino Biscuits,Tom and Pod's Near Death Experience,Gilliford,26,Project engagement manager,Rochdale
7,2,Val,5,IN,Sunday Treat Iced Ice Cream Cone Biscuits,From Holland to New York via Yorkshire,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,2,Louise,10,OUT,Baa Bara Brith Biscuits,Gingerbread Wedding,Williams,46,Hairdresser,Cardiff
7,2,Candice,8,STAR BAKER,"Salted Caramel, Chocolate Iced Shiny Hearts",Gingerbread Pub with Sticky Ginger Carpet,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,2,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,3,Andrew,2,IN,Chocolate Barmbrack Bread,Braided Harvest Bread Basket,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,3,Benjamina,6,IN,"Chocolate, Tahini and Almond Babka",Braided Bread Heart,Ebuehi,23,Teaching assistant,South London
7,3,Candice,3,IN,"Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf",Italian Light and Dark Rye Twist,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,3,Jane,9,IN,Chocolate and Cranberry Couronne,Chorizo and Chilli Flower with Parmesan and Pesto Centre,Beedle,61,Garden designer,Beckenham
7,3,Kate,8,IN,Cobbled Loaf,The Corn Maiden,Barmby,37,Nurse,"Brooke, Norfolk"
7,3,Rav,10,IN,"Chocolate, Cardamom and Hazelnut Loaf",Three Tier Diwali Bread Centrepiece,Bansal,28,Student support,Erith
7,3,Selasi,5,IN,"Chocolate, Orange and Cinnamon Bread",Bedouin Escape Tear and Share Bread,Gbormittah,30,Client service associate,London
7,3,Val,1,IN,Double Chocolate Cinnamon Twist Loaf,"""And They All Went Into The Ark To Get Out Of The Rain""",Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,3,Michael,7,OUT,Chocolate and Chilli Swirl Plait,Cypriot Dove and Olive Branch Plaited Loaf with Houmous,Georgiou,20,Student,Durham
7,3,Tom,4,STAR BAKER,Chocolate Orange and Chilli Swirl Bread,Jörmungandr and Mjölnir,Gilliford,26,Project engagement manager,Rochdale
7,3,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,3,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,4,Andrew,4,IN,Yorkshire 'Tapas' Puddings,Churros Window Box,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,4,Candice,2,IN,Yorkshire Wellingtons,Two-Way Peanut Butter Churros,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,4,Jane,3,IN,Meat and Two Veg Yorkshires,Pistachio and White Chocolate Churros,Beedle,61,Garden designer,Beckenham
7,4,Rav,9,IN,Thai Tofu Panang Yorkshires,Three Dip Matcha Pistachio Churros,Bansal,28,Student support,Erith
7,4,Selasi,8,IN,Perfect Sunday Roast Accompaniment,Lemon and Anise Churros,Gbormittah,30,Client service associate,London
7,4,Tom,5,IN,West Yorkshire Fusion Puddings,Fennel Churros Snake In The Grass,Gilliford,26,Project engagement manager,Rochdale
7,4,Val,6,IN,Mum's Chilli Yorkshire Puddings,Orange Chocolate Churros,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,4,Kate,7,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros,Barmby,37,Nurse,"Brooke, Norfolk"
7,4,Benjamina,1,STAR BAKER,"Red Onion Chutney, Brie and Bacon Yorkshire Puddings",Tropical Churros,Ebuehi,23,Teaching assistant,South London
7,4,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,4,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,4,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,5,Andrew,6,IN,Mum and Dad's Breakfast Pastries,Spicy Chorizo Squash Parcels and Baklava Bites,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,5,Benjamina,5,IN,'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels,Plantain and Spinach Samosas and Chai Pear Cups,Ebuehi,23,Teaching assistant,South London
7,5,Jane,1,IN,"Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones",Beedle,61,Garden designer,Beckenham
7,5,Rav,8,IN,"Cinnamon Swirls and Pecan, Walnut and Maple Plaits",Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas,Bansal,28,Student support,Erith
7,5,Selasi,3,IN,"Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups",Gbormittah,30,Client service associate,London
7,5,Tom,4,IN,Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers,Yin and Yang Amuse-bouche,Gilliford,26,Project engagement manager,Rochdale
7,5,Val,7,OUT,"Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels",Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,5,Candice,2,STAR BAKER,"Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups",Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,5,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,5,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,5,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,5,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,6,Andrew,6,IN,Tangy Lime and Ginger Meringue Pie,Spring Elderflower Trio,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,6,Benjamina,2,IN,Grapefruit and Ginger Meringue Pie,Floral Tea Cake,Ebuehi,23,Teaching assistant,South London
7,6,Candice,5,IN,"Lime, Coconut and Lemongrass Sugar Meringue Pie",Four Seasons Cake,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,6,Jane,4,IN,Lime and Coconut Meringue Pie,Three Tier Orange Cake with a Floral Chocolate Collar,Beedle,61,Garden designer,Beckenham
7,6,Selasi,7,IN,"Grapefruit, Orange and Mint Meringue Pie",Three Tiered Ombré Floral Cake,Gbormittah,30,Client service associate,London
7,6,Rav,3,OUT,Mandarin Margarita Meringue Pie,Blossom Cake,Bansal,28,Student support,Erith
7,6,Tom,1,STAR BAKER,Blood Orange Halloween Pumpkin Pie,Floral Tea Cake,Gilliford,26,Project engagement manager,Rochdale
7,6,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,6,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,6,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,6,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,6,Val,NA,NA,NA,NA,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,7,Benjamina,3,IN,Piña Colada Roulade,Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake,Ebuehi,23,Teaching assistant,South London
7,7,Candice,2,IN,Crowd Pleaser Roulade,Blackberry and Raspberry Bubbles and After Dinner Mousse,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,7,Jane,4,IN,Chocolate and Hazelnut Roulade,"Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses",Beedle,61,Garden designer,Beckenham
7,7,Selasi,6,IN,Summer Picnic Roulade,"Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes",Gbormittah,30,Client service associate,London
7,7,Tom,5,OUT,Millionaire's Roulade,Hipster Picnic,Gilliford,26,Project engagement manager,Rochdale
7,7,Andrew,1,STAR BAKER,Tropical Holiday Roulade,Childhood Ice Cream Mousse Cakes,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,7,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,7,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,7,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,7,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,7,Rav,NA,NA,NA,NA,Bansal,28,Student support,Erith
7,7,Val,NA,NA,NA,NA,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,8,Andrew,2,IN,Da Vinci Inspired Geared Pies,Jousting Knights Marchpane,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,8,Jane,5,IN,Tudor Rose Pies,Swans,Beedle,61,Garden designer,Beckenham
7,8,Selasi,3,IN,Bouquet of Flowers,Fruity Tudor Marchpane,Gbormittah,30,Client service associate,London
7,8,Benjamina,4,OUT,Mexican Adventure,Tudor Garden,Ebuehi,23,Teaching assistant,South London
7,8,Candice,1,STAR BAKER,Cheesy Cheeky Fish Pies,Peacock,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,8,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,8,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,8,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,8,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,8,Rav,NA,NA,NA,NA,Bansal,28,Student support,Erith
7,8,Tom,NA,NA,NA,NA,Gilliford,26,Project engagement manager,Rochdale
7,8,Val,NA,NA,NA,NA,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,9,Candice,3,IN,"Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers",Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,9,Jane,1,IN,"Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers",Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies,Beedle,61,Garden designer,Beckenham
7,9,Selasi,4,OUT,"Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers",Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies,Gbormittah,30,Client service associate,London
7,9,Andrew,2,STAR BAKER,Cheesy Elephant Ears and Herby Treble Clefs,Philharmonic Fondants,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,9,Benjamina,NA,NA,NA,NA,Ebuehi,23,Teaching assistant,South London
7,9,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,9,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,9,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,9,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,9,Rav,NA,NA,NA,NA,Bansal,28,Student support,Erith
7,9,Tom,NA,NA,NA,NA,Gilliford,26,Project engagement manager,Rochdale
7,9,Val,NA,NA,NA,NA,Stones,66,"Semi-retired, Substitute teacher",Yeovil
7,10,Andrew,1,Runner-up,Crunchy Caramel Cassis Crown,Family and Friends' Favourites Picnic,Smyth,25,Aerospace engineer,"Derby / Holywood, County Down"
7,10,Jane,3,Runner-up,"Red, White and Blue Meringue Crown",Family Favourites Feast,Beedle,61,Garden designer,Beckenham
7,10,Candice,2,WINNER,Queen Victoria's Mango and Strawberry Crown,Picnic for Pearly Kings and Queens,Brown,31,PE teacher,"Barton-Le-Clay, Bedfordshire"
7,10,Benjamina,NA,NA,NA,NA,Ebuehi,23,Teaching assistant,South London
7,10,Kate,NA,NA,NA,NA,Barmby,37,Nurse,"Brooke, Norfolk"
7,10,Lee,NA,NA,NA,NA,Banfield,67,Pastor,Bolton
7,10,Louise,NA,NA,NA,NA,Williams,46,Hairdresser,Cardiff
7,10,Michael,NA,NA,NA,NA,Georgiou,20,Student,Durham
7,10,Rav,NA,NA,NA,NA,Bansal,28,Student support,Erith
7,10,Selasi,NA,NA,NA,NA,Gbormittah,30,Client service associate,London
7,10,Tom,NA,NA,NA,NA,Gilliford,26,Project engagement manager,Rochdale
7,10,Val,NA,NA,NA,NA,Stones,66,"Semi-retired, Substitute teacher",Yeovil
8,1,Chris,12,IN,Tropical Fresh Fruit Cake,'Raised Pork Pie and Egg Surprise' Cake,Geiger,50,Software developer,Bristol
8,1,Flo,9,IN,Citrus Layer Cake,'One in a Melon' Cake,Atkins,71,Retired,Merseyside
8,1,James,2,IN,"Orange, Rhubarb & Ginger Crumble Cake",'Mock-accino and Croissant' Cake,Hillery,46,Banker,"Brentwood, Essex"
8,1,Julia,3,IN,Courgette and Lemon Cake,'Russian Doll' Cake,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,1,Kate,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake,Lyon,29,Health and safety inspector,Merseyside
8,1,Liam,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake,Charles,19,Student,North London
8,1,Sophie,5,IN,Pineapple and Coconut Sandwich Cake,'Champagne Bottle and Bucket' Cake,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,1,Stacey,11,IN,Granny Smith Apple and Walnut Cake,'Black Evening Clutch Bag' Cake,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,1,Tom,7,IN,Gilded Pear and Cardamom Cake,'Stack of Books' Cake,Hetherington,29,Architect,Edinburgh
8,1,Yan,4,IN,Windfall Apple Crumble Cake,'Banana-ramen' Cake,Tsou,46,Laboratory research scientist,North London
8,1,Peter,10,OUT,Coconut Cake,'Bread on a Breadboard' Cake,Abatan,52,IT programme manager,"Southend, Essex"
8,1,Steven,6,STAR BAKER,Bonfire Night Cake,'A Baker's Lunch' Cake,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,2,Flo,10,IN,Gin Jam Butties,'Pick My Bones' Game,Atkins,71,Retired,Merseyside
8,2,James,3,IN,Rhubarb and Custard Whirls,'Coppit' Game,Hillery,46,Banker,"Brentwood, Essex"
8,2,Julia,4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,2,Kate,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game,Lyon,29,Health and safety inspector,Merseyside
8,2,Liam,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game,Charles,19,Student,North London
8,2,Sophie,2,IN,Lemon Limoncino Sandwich Biscuits,'Snakes and Ladders' Game,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,2,Stacey,9,IN,Sparkly Chocolate and Marshmallow Fluff Cookies,'Get to School' Game,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,2,Tom,5,IN,Coffee and Amaretto Kisses,'Drain Pipes and Ladders' Game,Hetherington,29,Architect,Edinburgh
8,2,Yan,1,IN,'Mrs. Marian's PB 'n' B' Biscuits,'Adventures in Bakeland' Game,Tsou,46,Laboratory research scientist,North London
8,2,Chris,11,OUT,Chocolate Chia Seed Biscuits with Whisky Caramel Filling,'The Great British Sail Off' Game,Geiger,50,Software developer,Bristol
8,2,Steven,6,STAR BAKER,Amarpressi Biscuits,'Check Bake' Game,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,2,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,3,James,9,IN,Nordic Teacakes,'Owl in the Woods' Bread Sculpture,Hillery,46,Banker,"Brentwood, Essex"
8,3,Kate,10,IN,Blueberry Buns,'Kraken' Bread Sculpture,Lyon,29,Health and safety inspector,Merseyside
8,3,Liam,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture,Charles,19,Student,North London
8,3,Sophie,6,IN,Tagine Teacakes,'Picnic Basket' Bread Sculpture,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,3,Stacey,1,IN,Cranberry and Cinnamon Teacakes,'Ascot Hat' Bread Sculpture,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,3,Steven,3,IN,Madras Cocktail Teacakes,'The Bag I Knead' Bread Sculpture,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,3,Tom,4,IN,Orange and Cranberry Teacakes,'Pink & Yellow Rose Centrepiece' Bread Sculpture,Hetherington,29,Architect,Edinburgh
8,3,Yan,8,IN,'Mrs P's' Masala Chai Spiced Teacakes,'Basil the Vegetarian Dragon with his Pumpkin Hoard' Bread Sculpture,Tsou,46,Laboratory research scientist,North London
8,3,Flo,7,OUT,Cinnamon and Orange Teacakes,'Davy Jones' Locker' Bread Sculpture,Atkins,71,Retired,Merseyside
8,3,Julia,2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,3,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,3,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,4,James,2,IN,'Windy City' Millionaire Shortbreads,Nutty Caramel Cake,Hillery,46,Banker,"Brentwood, Essex"
8,4,Julia,9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,4,Liam,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake,Charles,19,Student,North London
8,4,Sophie,4,IN,Jaffa Millionaire Shortbreads,Bird's Nest Caramel Cake,Faldo,33,Former army officer and trainee stuntwoman,"West Molesey, Surrey"
8,4,Stacey,1,IN,Rum Salted Caramel Millionaire Shortbreads,Chocolate and Coffee Caramel Cake,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,4,Steven,7,IN,Orange Macadamia Nut Millionaire Shortbreads,Caramel Crown Cake,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,4,Yan,8,IN,'Lil' Red's Ginger and Nuts' Millionaire Shortbreads,Animals of the Rainforest Caramel Cake,Tsou,46,Laboratory research scientist,North London
8,4,Tom,5,OUT,Stem Ginger Caramel Shortbreads,Hummingbird Cake,Hetherington,29,Architect,Edinburgh
8,4,Kate,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake,Lyon,29,Health and safety inspector,Merseyside
8,4,Chris,NA,NA,NA,NA,Geiger,50,Software developer,Bristol
8,4,Flo,NA,NA,NA,NA,Atkins,71,Retired,Merseyside
8,4,Peter,NA,NA,NA,NA,Abatan,52,IT programme manager,"Southend, Essex"
8,5,Julia,3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine,Chernogorova,21,Aviation Broker,"Crawley, West Sussex"
8,5,Kate,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine,Lyon,29,Health and safety inspector,Merseyside
8,5,Liam,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine,Charles,19,Student,North London
8,5,Stacey,4,IN,Bakewell Tart Steamed School Pudding,Tropical Trifle Terrine,Hart,42,Former school teacher,"Radlett, Hertfordshire"
8,5,Steven,5,IN,Lemon & Blackcurrant Drizzle Steamed School Pudding,'From Across the Jelly Pond' Trifle Terrine,Carter-Bailey,34,Marketer,"Watford, Hertfordshire"
8,5,Yan,6,IN,Mango Fruit Hat Steamed School Pudding,'Heart of a Hero' Trifle Terrine,Tsou,46,Laboratory research scientist,North London
8,5,James,7,OUT,Orange and Ginger Steamed School Pudding,'The Missed Silver Jubilee' Trifle Terrine,Hillery,46,Banker,"Brentwood, Essex"
